id,text_raw,text_clean
4130,"Yea 100% this is more then just a Jon Jones problem, this is an organization issue where the owners and management treat the UFC more like an entertainment rather than a sport, which I understand the entertainment aspect does matter, but! Right now we aren’t dealing with an entertainment issue because every! Fight fan is screaming for Jones vs Aspinall, so you have a fight every fan wants and the only fight that makes any sense in terms of the next heavyweight championship matchup and it simply isn’t being made, and is it Jones who doesn’t want to fight Aspinall ? Sure, but, on the sports and competition side of the UFC now the UFC simply aren’t making the professional decision in telling Jones to either take the fight at this price or we are stripping you of the heavyweight championship belt and having Aspinall and whoever else fight for it. These “negotiations” are absurd and have taken far to long and it’s time to make a decision, you have Jones who is more then likely retiring after his next fight, and then you have Aspinall who wants to be an active champion in his prime for many years to come, make the fight happen or strip the belt from Jones and make another fight happen.",yea 100  this is more then just a jon jones problem  this is an organization issue where the owners and management treat the ufc more like an entertainment rather than a sport  which i understand the entertainment aspect does matter  but  right now we aren t dealing with an entertainment issue because every  fight fan is screaming for jones vs aspinall  so you have a fight every fan wants and the only fight that makes any sense in terms of the next heavyweight championship matchup and it simply isn t being made  and is it jones who doesn t want to fight aspinall   sure  but  on the sports and competition side of the ufc now the ufc simply aren t making the professional decision in telling jones to either take the fight at this price or we are stripping you of the heavyweight championship belt and having aspinall and whoever else fight for it  these  negotiations  are absurd and have taken far to long and it s time to make a decision  you have jones who is more then likely retiring after his next fight  and then you have aspinall who wants to be an active champion in his prime for many years to come  make the fight happen or strip the belt from jones and make another fight happen
4131,Will Dana ever actually choose to acknowledge the fact that Jon has said the exact opposite. He doesn’t want to fight Tom.,will dana ever actually choose to acknowledge the fact that jon has said the exact opposite  he doesn t want to fight tom
4132,Modern day gladiators earning their freedom,modern day gladiators earning their freedom
4133,Definitely made me cry,definitely made me cry
4134,"Jon: ""I don't like the way he does business. He's an asshole.""
Tom: waves ""Hello, Jon""","jon   i don t like the way he does business  he s an asshole 
tom  waves  hello  jon"
4135,Jones ain't retired if he still champ. Wish he would vacate retired.,jones ain t retired if he still champ  wish he would vacate retired
4136,It was a walk in the park for Jon Jones against Chael.,it was a walk in the park for jon jones against chael
4137,"Please don't go john, I cant wait until you beat the crap out of lasagne. Prove you're the best of all time bro",please don t go john  i cant wait until you beat the crap out of lasagne  prove you re the best of all time bro
4138,Where gunna see Tom vs Alex for the Vacated hw belt,where gunna see tom vs alex for the vacated hw belt
4139,I think there are elements of Jon that are genuinely good. Seems sincere here,i think there are elements of jon that are genuinely good  seems sincere here
4140,He should took the belt,he should took the belt
4141,"Tyson Fury doesn't deserve the trilogy he got violated in both fights I wouldn't pay £2 to watch that again

Legacy, what legacy has Tyson Fury got? He ain't got no legacy. 
😂","tyson fury doesn t deserve the trilogy he got violated in both fights i wouldn t pay  2 to watch that again

legacy  what legacy has tyson fury got  he ain t got no legacy  
😂"
4142,"Money is nothing, but Ummah and Tawhid? ABSOLUTELY; Unity in brotherhood and god is a mission for Khabib and lots of us.",money is nothing  but ummah and tawhid  absolutely  unity in brotherhood and god is a mission for khabib and lots of us
4143,Jon Jones beat Rashad Evans,jon jones beat rashad evans
4144,4:49 gg,4 49 gg
4145,The ducking champion,the ducking champion
4146,Haha ok let’s go 😂,haha ok let s go 😂
4147,Im just thinking where did jon hides during the brawl,im just thinking where did jon hides during the brawl
4148,60억분의 1,60억분의 1
4149,FIGHTING IS BRUTAL,fighting is brutal
4150,Ryan bader beat him he can’t be the goat,ryan bader beat him he can t be the goat
4151,Spoken like a true coward,spoken like a true coward
4152,"RIP Anthony ""Rumble"" Johnson",rip anthony  rumble  johnson
4153,"we've all seen fighters scared to fight someone, but never have we seen a fighter scared to even speak about someone in an interview, that's a whole new level of ducking someone.",we ve all seen fighters scared to fight someone  but never have we seen a fighter scared to even speak about someone in an interview  that s a whole new level of ducking someone
4154,Fakes the single comes to the clinch push away right hand DIRTY BOXING'S FINEST #DC,fakes the single comes to the clinch push away right hand dirty boxing s finest  dc
4155,Jon Jones will be more insulted by the good natured call out than any names could achieve.,jon jones will be more insulted by the good natured call out than any names could achieve
4156,"Stop hating on Dana, he’s built more from nothing than any of you ever will",stop hating on dana  he s built more from nothing than any of you ever will
4157,"The white dudes are heated. ""Plz not Pereira. Cant it be, idk, the white dude from the UK?"" 😂😂😂 Dream on!",the white dudes are heated   plz not pereira  cant it be  idk  the white dude from the uk  😂😂😂 dream on
4158,"POR ESSAS PORCARIAS DE ARRUMADO QUE o último imperador ""FEDOR Emelianenko"" nunca aceitou se sujar com o UFC 😂😂😂😂😂 e de acordo com a casa de apostas o resultado do vencedor",por essas porcarias de arrumado que o último imperador  fedor emelianenko  nunca aceitou se sujar com o ufc 😂😂😂😂😂 e de acordo com a casa de apostas o resultado do vencedor
